Level,Trait,Taxonomy,a2_ACE,a2_ACE_lower_CI,a2_ACE_upper_CI,c2_ACE,c2_ACE_lower_CI,c2_ACE_upper_CI,e2_ACE,e2_ACE_lower_CI,e2_ACE_upper_CI,CE_to_ACE_p,FDR_all,FDR_collapsed,falconer_h2,mz_icc,dz_icc,Longitudinal_icc,Longitudinal_spearman
Genus,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus,NA,0.060279371,4.78E-25,0.248067633,0.117367092,NA,0.218611565,0.822353538,0.74890771,0.890654954,0.60123021,0.953175203,0.809921688,0.056042377,0.177501085,0.149479897,0.369618735,0.378741207
OTU,196315,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae,0.060275187,5.68E-42,0.166658636,0.03392291,NA,0.137782691,0.905801903,0.833341305,0.973555194,0.616582302,0.959655327,NA,0.07048525,0.096413572,0.061170947,0.231954997,0.225268063
OTU,182854,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.060142376,2.47E-39,0.126877076,1.77E-11,NA,0.092186022,0.939857624,0.873122924,1,0.308474733,0.710038638,NA,0.184740633,0.078516563,-0.013853753,0.200628517,0.186878598
OTU,3211875,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.059983781,6.94E-36,0.130133562,4.58E-13,NA,0.099774895,0.940016219,0.869866438,1,0.499883289,0.881324082,NA,0.086195191,0.064641633,0.021544037,0.53644594,0.538903092
OTU,183686,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.059898631,1.63E-37,0.161195985,0.029952826,NA,0.134144647,0.910148543,0.838796945,0.978040395,0.621491069,0.959655327,NA,0.073678282,0.094099768,0.057260627,0.600473214,0.590824876
OTU,New.0.CleanUp.ReferenceOTU5373,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.059728345,1.55E-36,0.241110848,0.110877464,NA,0.212433115,0.829394191,0.756753826,0.897408066,0.607594372,0.956449147,NA,0.06708531,0.173044246,0.139501591,0.474936703,0.452856264
OTU,New.0.CleanUp.ReferenceOTU33687,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.0596316,4.10E-36,0.185018506,0.052645699,NA,0.155985692,0.887722701,0.814980398,0.955793423,0.619273676,0.959655327,NA,0.073458389,0.116474738,0.079745544,0.243911406,0.234526531
OTU,358798,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.059019936,1.02E-30,0.168467902,0.03659272,NA,0.139371117,0.904387344,0.83153171,0.972834828,0.623048658,0.960490998,NA,0.0674173,0.097879077,0.064170427,0.208830571,0.208648297
OTU,189647,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.058589915,6.35E-27,0.128008518,1.34E-12,NA,0.088295698,0.941410085,0.871991482,1,0.311064546,0.710038638,NA,0.170215152,0.074992436,-0.01011514,0.225947714,0.21738268
OTU,185575,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.058496936,1.41E-38,0.208316011,0.07284887,2.50E-34,0.172942405,0.868654193,0.791682059,0.93831102,0.617206184,0.959655327,NA,0.042645258,0.127799442,0.106476813,0.42143983,0.413677205
OTU,363029,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.057819683,NA,0.216159177,0.085554272,1.52E-26,0.186572497,0.856626045,0.783593229,0.924489616,0.624237557,0.960756501,NA,0.06864389,0.146837612,0.112515667,0.208240335,0.201745877
OTU,4256470,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.057661417,6.65E-27,0.12830134,8.74E-12,NA,0.098582253,0.942338583,0.87169866,1,0.533901279,0.9022195,NA,0.076639025,0.060754357,0.022434844,0.658911006,0.64903609
OTU,332929,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.057441137,3.34E-33,0.202835248,0.073376196,NA,0.175069028,0.869182666,0.797149103,0.936400632,0.631629313,0.964280615,NA,0.079175794,0.136343325,0.096755428,0.199094447,0.183372416
OTU,New.0.CleanUp.ReferenceOTU25064,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,0.057354106,2.96E-34,0.141674724,0.015469199,NA,0.119039912,0.927176695,0.858325292,0.993954028,0.644329618,0.978925223,NA,0.077016779,0.078097063,0.039588673,0.288016636,0.272293815
OTU,3609545,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.057272197,2.53E-27,0.128944742,2.58E-11,NA,0.098939391,0.942727803,0.871059774,1,0.579047059,0.934807874,NA,0.062252815,0.057391034,0.026264626,0.50047487,0.495384086
OTU,192462,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.057213302,7.00E-31,0.128352923,1.36E-13,NA,0.099400112,0.942786698,0.871647077,1,0.584037043,0.935748615,NA,0.063756569,0.057758398,0.025880114,0.348575493,0.351093077
OTU,3931537,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.05716837,4.41E-39,0.17806941,0.043330483,1.47E-30,0.14251253,0.899501147,0.821933647,0.969593098,0.628141859,0.963208703,NA,0.040524657,0.095705482,0.075443154,0.35094895,0.364754202
OTU,147969,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.056770213,1.25E-38,0.256227987,0.132305991,5.40E-32,0.230791906,0.810923797,0.738019082,0.878631718,0.620574955,0.959655327,NA,0.053479042,0.188875219,0.162135698,0.461330776,0.467456745
Family,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae,NA,0.056438985,9.58E-35,0.203236908,0.068916232,NA,0.167345555,0.874644783,0.796762806,0.944382165,0.629907914,0.963208703,0.834756016,0.036260188,0.120756984,0.10262689,0.530654821,0.465297209
Genus,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella,NA,0.056433634,1.02E-34,0.203237013,0.068920184,NA,0.167345594,0.874646182,0.796762698,0.94438051,0.629906596,0.963208703,0.834756016,0.03626038,0.120757083,0.102626893,0.530654818,0.465297209
OTU,174010,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.055319751,4.70E-26,0.124785327,3.59E-09,NA,0.100085949,0.944680245,0.87521464,1,0.627209602,0.963208703,NA,0.063718884,0.057282008,0.025422566,0.290978377,0.285909076
OTU,199293,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.05500742,4.70E-33,0.167496381,0.034870779,2.31E-40,0.13240054,0.910121802,0.832496034,0.980324526,0.641581741,0.976320041,NA,0.036378466,0.085524889,0.067335656,0.441339532,0.443342121
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira,NA,0.054954882,NA,0.238401125,0.113845573,1.70E-28,0.212286466,0.831199545,0.759162331,0.898187222,0.638127744,0.97263019,0.838829212,0.070150701,0.172551294,0.137475944,0.356022461,0.337634268
OTU,196100,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.054117391,3.62E-42,0.123494321,4.73E-10,NA,0.096175292,0.945882608,0.876505679,1,0.529007666,0.900619209,NA,0.0859797,0.059501688,0.016511838,0.230934739,0.19359297
OTU,194036,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.053985936,5.34E-33,0.152154305,0.025147546,NA,0.123960221,0.920866518,0.847845532,0.989121007,0.652474432,0.988122337,NA,0.057025574,0.079517374,0.051004587,0.405699353,0.395875708
OTU,199702,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.053897847,4.51E-33,0.123278864,1.69E-10,NA,0.097307355,0.946102152,0.876720922,1,0.56902407,0.931311618,NA,0.075961168,0.058010582,0.020029998,0.355874607,0.358115194
OTU,187077,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.052481887,2.97E-34,0.161908216,0.036744573,NA,0.134941235,0.91077354,0.838091582,0.978157081,0.663033471,0.998008676,NA,0.061728893,0.092178405,0.061313958,0.150005385,0.117990694
OTU,181756,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.052232491,1.37E-35,0.217026788,0.095009126,NA,0.192969716,0.852758383,0.78223406,0.91431284,0.663507286,0.998008676,NA,0.086927867,0.15585022,0.112386287,0.223337174,0.2075379
OTU,New.0.CleanUp.ReferenceOTU31840,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.051863222,1.09E-30,0.119344762,7.56E-12,NA,0.087540066,0.948136778,0.880655238,1,0.371300149,0.769118579,NA,0.160041616,0.067876635,-0.012144173,0.27342536,0.252884274
OTU,4424239,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,0.05180216,3.86E-37,0.221198852,0.09952509,NA,0.196842226,0.84867275,0.777883694,0.910147982,0.66444293,0.998008676,NA,0.084420779,0.158103706,0.115893317,0.322611933,0.284574681
OTU,New.0.CleanUp.ReferenceOTU41112,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.051752098,6.43E-43,0.119016584,1.38E-14,NA,0.082476684,0.948247902,0.880983416,1,0.308165919,0.710038638,NA,0.203971208,0.072970812,-0.029014792,0.427378359,0.433642993
OTU,177581,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.051326434,NA,0.182665321,0.05628367,4.53E-25,0.152569677,0.892389896,0.817334356,0.960218716,0.665339117,0.998008676,NA,0.051394943,0.108272696,0.082575224,0.274078326,0.277180659
Genus,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania,NA,0.050958753,1.29E-36,0.185318866,0.063026431,3.50E-32,0.160666529,0.886014817,0.81468186,0.94295771,0.675356259,1,0.87367516,0.07808096,0.120864339,0.081823859,0.333991062,0.337280176
OTU,332185,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.050910697,2.14E-30,0.20545461,0.083657957,NA,0.180764093,0.865431346,0.794327548,0.931428247,0.672522969,1,NA,0.081207189,0.141880895,0.101277301,0.29132704,0.295690985
OTU,2565100,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.050741376,1.18E-29,0.181314946,0.057620551,1.65E-31,0.15449035,0.891638073,0.8186822,0.958229884,0.664063854,0.998008676,NA,0.068502138,0.113233612,0.078982543,0.252007594,0.24399755
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea,NA,0.050641151,2.58E-34,0.248188416,0.129049774,2.72E-31,0.22322395,0.820309075,0.746798593,0.887281732,0.659816159,0.997642032,0.860400271,0.044998286,0.178987863,0.15648872,0.220653062,0.22312215
OTU,New.0.ReferenceOTU162,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,0.050492578,4.43E-38,0.154345069,0.034994199,NA,0.133849652,0.914513223,0.851459625,0.978207288,0.689452832,1,NA,0.083846464,0.093343341,0.051420109,0.187120369,0.173215781
OTU,4453609,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.050293743,2.02E-34,0.119572145,2.18E-12,NA,0.092150755,0.949706257,0.880425582,1,0.513175851,0.887617693,NA,0.093173553,0.057502295,0.010915519,0.627830871,0.581358451
OTU,184037,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.05026587,NA,0.19521864,0.068795972,5.03E-44,0.163704443,0.880938158,0.804781324,0.948901865,0.669822823,1,NA,0.044363372,0.117001476,0.094819789,0.308592983,0.299482262
OTU,798581,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.050258638,1.49E-38,0.17393909,0.049047003,1.95E-35,0.14479293,0.900694359,0.826059619,0.96830024,0.672934471,1,NA,0.051736207,0.100536511,0.074668408,0.366525967,0.349975265
OTU,198071,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.049715531,2.09E-26,0.178999294,0.053893872,1.34E-25,0.148919162,0.896390597,0.821001654,0.964122404,0.675046842,1,NA,0.047494393,0.103945324,0.080198127,0.318468322,0.320562799
OTU,193975,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.049484567,NA,0.158637798,0.037448082,NA,0.133975985,0.913067351,0.841360216,0.979507635,0.684110434,1,NA,0.064848225,0.091376563,0.05895245,0.233143244,0.229235782
OTU,195004,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.048945436,9.62E-22,0.11525897,2.27E-11,NA,0.090986269,0.951054564,0.88474103,1,0.150520482,0.51208544,NA,0.126943406,0.061070512,-0.002401191,0.236512752,0.15681026
Genus,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,NA,0.048727377,1.63E-44,0.118465333,1.29E-12,NA,0.080712026,0.951272623,0.881534667,1,0.350384601,0.74785592,0.5711269,0.171191096,0.066440074,-0.019155474,0.352453362,0.326823775
OTU,New.0.CleanUp.ReferenceOTU40634,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,0.04799917,6.81E-42,0.148421437,0.030007028,NA,0.126003129,0.921993802,0.851578194,0.987839344,0.696729888,1,NA,0.066581088,0.083422656,0.050132112,0.319175512,0.303858723
OTU,2875735,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.047997553,NA,0.115285909,3.32E-12,NA,0.092975,0.952002447,0.884714091,NA,0.55655731,0.924967525,NA,0.091407969,0.056104797,0.010400812,0.37488188,0.374096336
OTU,3256931,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.047886421,5.45E-35,0.113411085,7.75E-12,NA,0.090883678,0.952113579,0.886588915,1,0.475462548,0.855832586,NA,0.129593699,0.060751437,-0.004045413,0.233588193,0.229168639
OTU,183496,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.046937432,3.32E-47,0.138815153,0.022945908,NA,0.118835159,0.93011666,0.86118433,0.995303817,0.708437423,1,NA,0.070647499,0.075478436,0.040154686,0.324897352,0.324824561
OTU,661266,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.046830648,1.41E-31,0.115682682,3.20E-13,NA,0.082900192,0.953169352,0.884317318,1,0.397317568,0.799315129,NA,0.151046007,0.061787766,-0.013735238,0.197295022,0.193683972
OTU,New.0.CleanUp.ReferenceOTU13984,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,0.046809581,7.46E-40,0.116358573,1.86E-10,NA,0.087031027,0.953190419,0.883641427,1,0.189865093,0.562453018,NA,0.109370119,0.056264292,0.001579232,0.216263647,0.21639746
OTU,181422,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.046145321,4.55E-28,0.140761108,0.023756275,NA,0.117986518,0.930098404,0.85923772,0.99575205,0.705630988,1,NA,0.058594036,0.07370592,0.044408902,0.339223069,0.324417593
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,NA,0.046019553,2.82E-43,0.117753749,8.05E-15,NA,0.082265494,0.953980447,0.882246102,1,0.431434052,0.822816783,0.651145838,0.124029951,0.056991518,-0.005023457,0.264183994,0.29736593
OTU,197988,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.045930207,1.57E-43,0.115594163,7.90E-12,NA,0.087978548,0.954069793,0.884405837,1,0.517542168,0.887617693,NA,0.094677613,0.053542886,0.00620408,0.585226627,0.567935672
OTU,188079,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus,0.045726966,NA,0.176996219,0.056938346,1.34E-32,0.149526471,0.897334688,0.823003763,0.963951111,0.701474411,1,NA,0.050993359,0.104759362,0.079262683,0.277465833,0.270165393
OTU,4331760,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.045469978,NA,0.114353265,1.37E-14,NA,0.090059421,0.954530022,0.885646735,NA,0.5702757,0.931311618,NA,0.081620563,0.051783604,0.010973323,0.621708331,0.601962459
OTU,189208,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.045329431,NA,0.17596873,0.056409902,1.32E-33,0.14875516,0.898260667,0.824031254,0.964782586,0.704174545,1,NA,0.051154458,0.103998523,0.078421294,0.286007279,0.28125284
OTU,177754,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.044698729,8.34E-23,0.160595249,0.041820223,3.68E-23,0.133798444,0.913481048,0.839406609,0.977498697,0.708873075,1,NA,0.048723649,0.08778711,0.063425285,0.271849727,0.259612993
OTU,New.0.CleanUp.ReferenceOTU42164,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus,0.044634223,1.56E-39,0.112470004,7.31E-12,NA,0.085864793,0.955365777,0.887529996,1,0.473731768,0.854601019,NA,0.121416196,0.056399993,-0.004308106,0.196909877,0.187808443
Order,k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32,NA,0.043752249,NA,0.25878345,0.156383213,6.15E-34,0.245717029,0.799864538,0.729078103,0.864588532,0.702996766,1,0.888191258,0.062052298,0.204819528,0.173793379,0.460031621,0.448263866
Family,k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__,NA,0.043752249,NA,0.25878345,0.156383213,6.15E-34,0.245717029,0.799864538,0.729078103,0.864588532,0.702996766,1,0.888191258,0.062052298,0.204819528,0.173793379,0.460031621,0.448263866
Genus,k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__,NA,0.043752249,NA,0.25878345,0.156383213,6.15E-34,0.245717029,0.799864538,0.729078103,0.864588532,0.702996766,1,0.888191258,0.062052298,0.204819528,0.173793379,0.460031621,0.448263866
Family,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__,NA,0.043726083,NA,0.146036991,0.027744421,NA,0.118584051,0.928529496,0.854096859,0.995419569,0.713822422,1,0.888191258,0.040407087,0.070985435,0.050781892,0.57819997,0.384816956
Genus,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__,NA,0.043726083,NA,0.146036991,0.027744421,NA,0.118584051,0.928529496,0.854096859,0.995419569,0.713822422,1,0.888191258,0.040407087,0.070985435,0.050781892,0.57819997,0.384816956
OTU,48084,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.043373289,NA,0.113979471,8.74E-11,NA,0.087436243,0.956626711,0.886020529,NA,0.579801466,0.934807874,NA,0.074702621,0.047605741,0.01025443,0.28018927,0.284564767
Family,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae,NA,0.042545322,NA,0.111870259,1.27E-11,NA,0.087323235,0.957454678,0.888129741,NA,0.23177536,0.633028079,0.455173297,0.081503979,0.047909304,0.007157315,0.404351856,0.379657994
OTU,193654,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.042222226,NA,0.237412652,0.130087877,9.78E-38,0.219797443,0.827689897,0.757976459,0.88766549,0.721660169,1,NA,0.084108273,0.182123293,0.140069156,0.29816171,0.306405075
OTU,4278525,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,0.042162783,NA,0.195389542,0.080833464,1.05E-44,0.171004354,0.877003753,0.80449598,0.942309639,0.724715719,1,NA,0.060903868,0.128007646,0.097555712,0.366702311,0.362387918
OTU,4467447,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.041793513,NA,0.111885874,1.44E-11,NA,0.079415321,0.958206487,0.888114126,NA,0.439753275,0.828455663,NA,0.135840433,0.055651061,-0.012269155,0.663224614,0.658000354
OTU,189877,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.04156396,NA,0.137539597,0.024240519,NA,0.114648233,0.934195521,0.862460399,0.999895208,0.731830529,1,NA,0.049992409,0.068374345,0.043378141,0.160897198,0.136609835
OTU,4414476,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,0.040825887,NA,0.151764667,0.038034218,NA,0.127623445,0.921139896,0.848235453,0.985590449,0.73519853,1,NA,0.049485879,0.081687379,0.05694444,0.347420157,0.334889147
OTU,136025,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__,0.040778156,NA,0.156648251,0.045484546,7.62E-35,0.1361082,0.913737297,0.843351663,0.977931337,0.74254069,1,NA,0.067873345,0.093032182,0.05909551,0.035185443,0.045213659
OTU,4464173,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.040512637,NA,0.158948594,0.044599593,NA,0.133632312,0.91488777,0.841051239,0.980653107,0.735622225,1,NA,0.046258649,0.087410138,0.064280813,0.305333745,0.30298393
